"VENDOR PART#","MANUFACTURER PART #","DESCRIPTION","MSRP","CONTRACT_PRICE","QUANTITY ON HAND","MANUFACTURER_NAME","CATEGORY","SERIAL_FLAG","WEIGHT"
"ZEB-Z1ASTC56XX3303","Z1AS-TC56XX-3303","TC56XX 3YR SELECT CC CD PMSB","527.39","347.73","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC56XX3503","Z1AS-TC56XX-3503","TC56XX 3YR SELECT CC CD RSB","394.92","260.38","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC56XX3603","Z1AS-TC56XX-3603","TC56XX 3 YEAR SELECT CC REB CD","417.96","275.58","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC56XX3C03","Z1AS-TC56XX-3C03","TC56XX 3YR SELECT CC  CD","373.53","246.29","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC56XX3C13","Z1AS-TC56XX-3C13","TC56XX 1YR SELECT CC CD SMSB","470.33","310.11","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC56XX4503","Z1AS-TC56XX-4503","TC56XX 4YR SELECT CC CD RSB","644.98","425.26","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC56XX4C03","Z1AS-TC56XX-4C03","TC56XX 4YR SELECT CC CD","585.93","386.33","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC56XX51D3","Z1AS-TC56XX-51D3","TC56XX 5YR SELECT CC CD SMSB FSTK (UK)","942.74","621.58","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC56XX5303","Z1AS-TC56XX-5303","TC56XX 5YR SELECT CC CD PPMSB","929.72","613.00","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC56XX5503","Z1AS-TC56XX-5503","TC56XX 5YR SELECT CC CD RSB","710.86","468.70","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC56XX5C03","Z1AS-TC56XX-5C03","TC56XX 5YR SELECT CC  CD","622.00","410.11","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC70XX3103","Z1AS-TC70XX-3103","TC70XX 3YR SELECT SMSB  CD","589.48","388.67","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC70XX3303","Z1AS-TC70XX-3303","TC70XX 3YR SELECT PMSB  CD","682.40","449.93","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC70XX3503","Z1AS-TC70XX-3503","TC70XX 3YR SELECT RSB  CD","501.79","330.85","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC70XX3C03","Z1AS-TC70XX-3C03","TC70XX 3YR SELECT CC  CD","434.71","286.63","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC70XX5103","Z1AS-TC70XX-5103","TC70XX 5YR SELECT CC CD SMSB","820.63","541.08","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC70XX5303","Z1AS-TC70XX-5303","TC70XX 5YR SELECT PMSB  CD","1167.87","770.02","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC70XX5503","Z1AS-TC70XX-5503","TC70XX 5YR SELECT RSB  CD","858.09","565.77","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC70XX5C03","Z1AS-TC70XX-5C03","TC70XX 5YR SELECT CC  CD","724.80","477.89","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC75XX15D3","Z1AS-TC75XX-15D3","TC75XX 1YR SELECTT CC RSB FSTK UK ONLY","266.36","175.63","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC75XX3103","Z1AS-TC75XX-3103","TC75XX 3YR SELECT SMSB  CD","579.80","382.29","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC75XX3303","Z1AS-TC75XX-3303","TC75XX 3YR SELECT PMSB  CD","664.01","437.81","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC75XX3503","Z1AS-TC75XX-3503","TC75XX 3YR SELECT RSB  CD","501.79","330.85","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC75XX3C03","Z1AS-TC75XX-3C03","TC75XX 3YR SELECT CC  CD","434.71","286.63","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC75XX5103","Z1AS-TC75XX-5103","TC75XX 5YR SELECT CC CD SMSB","820.63","541.08","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC75XX5303","Z1AS-TC75XX-5303","TC75XX SELECT 5YR CC PMSB CD","1243.62","819.97","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC75XX5503","Z1AS-TC75XX-5503","TC75XX 5YR SELECT RSB  CD","858.09","565.77","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC75XX5C03","Z1AS-TC75XX-5C03","TC75XX 5YR SELECT CC  CD","724.80","477.89","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC80AS3CD3","Z1AS-TC80AS-3CD3","TC80AS 3 YR SELECT CC CD","659.42","434.78","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC80XX3103","Z1AS-TC80XX-3103","TC80XX 3YR SELECT CC CD SMSB","665.95","439.09","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC80XX3303","Z1AS-TC80XX-3303","TC80XX 3YR SELECT CC CD PMSB","786.94","518.86","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC80XX3503","Z1AS-TC80XX-3503","TC80XX 3YR SELECT CC CD RSB","598.19","394.41","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC80XX35D3","Z1AS-TC80XX-35D3","TC80XX 3YR SELECT CC CD RSB FSTK UK ONLY","729.83","481.21","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC80XX3C03","Z1AS-TC80XX-3C03","TC80XX 3YR SELECT CC  CD","527.53","347.82","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC80XX3CC3","Z1AS-TC80XX-3CC3","TC80XX 3 YEAR SELECT CC COL","569.74","375.65","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC80XX5103","Z1AS-TC80XX-5103","TC80XX 5YR SELECT CC CD SMSB","763.71","503.55","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC80XX5303","Z1AS-TC80XX-5303","TC80XX 5YR SELECT PMSB  CD","1397.72","921.57","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC80XX5503","Z1AS-TC80XX-5503","TC80XX 5YR SELECT RSB  CD","1020.22","672.67","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTC80XX5C03","Z1AS-TC80XX-5C03","TC80XX 5YR SELECT CC  CD","878.90","579.49","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTP203C0","Z1AS-TP20-3C0","TTP 2000 3YR SELECT MIN 5 W/CC","96.10","65.15","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTP205C0","Z1AS-TP20-5C0","TTP 2000 5YR SELECT MIN 5 W/CC","192.19","130.29","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTP213C0","Z1AS-TP21-3C0","TTP 2100 3YR SELECT MIN 5 W/CC","96.10","65.15","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTP215C0","Z1AS-TP21-5C0","TTP 2100 5YR SELECT MIN 5 W/CC","192.19","130.29","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTP823C0","Z1AS-TP82-3C0","TTP 8200 3YR SELECT MIN 5 W/CC","495.04","335.62","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASTP825C0","Z1AS-TP82-5C0","TTP8200 5YR SELECT MIN 5 W/CC","990.08","671.24","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASVC70XX3C03","Z1AS-VC70XX-3C03","VC70XX 3YR SELECT CC  CD","776.30","511.85","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASVC70XX5C03","Z1AS-VC70XX-5C03","VC70XX 5YR SELECT CC  CD","1294.15","853.29","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASVC80XX3C03","Z1AS-VC80XX-3C03","VC80XX 3YR SELECT CC  CD","776.30","511.85","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASVC80XX5C03","Z1AS-VC80XX-5C03","VC80XX 5YR SELECT CC  CD","1294.15","853.29","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASVCD9001103","Z1AS-VCD900-1103","VCD900 1YR SELECT CC CD SMSB","39.69","26.16","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASVCD9501103","Z1AS-VCD950-1103","VCD950 1YR SELECT CC CD SMSB","39.69","26.16","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASVCD9501C03","Z1AS-VCD950-1C03","VCD950 1YR SELECTF CC CD","39.69","26.16","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASVH10XX1C03","Z1AS-VH10XX-1C03","VH10XX 1YR SELECTF CC CD","421.88","278.16","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASVH10XX1CC3","Z1AS-VH10XX-1CC3","VH10XX 1 YEAR SELECT CC COL CD","443.89","292.67","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASVH10XX3C03","Z1AS-VH10XX-3C03","VH10XX 3YR SELECT CC  CD","797.01","525.51","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASVH10XX3CC3","Z1AS-VH10XX-3CC3","VH10XX 3 YEAR SELECT CC COL CD","838.59","552.91","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASVH10XX5C03","Z1AS-VH10XX-5C03","VH10XX 5YR SELECT CC  CD","1328.35","875.84","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASWAP4XX3C03","Z1AS-WAP4XX-3C03","WAP4XX 3YR SELECT CC  CD","455.28","300.19","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASWAP4XX3CC3","Z1AS-WAP4XX-3CC3","WAP4XX 3 YEAR SELECT CC COL","479.03","315.85","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASWAP4XX5C03","Z1AS-WAP4XX-5C03","WAP4XX 5YR SELECT CC CD","715.24","471.58","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASWAP4XX5CC3","Z1AS-WAP4XX-5CC3","WAP4XX 5YR SELECT CC COL","754.83","497.69","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASWAPCHR1C03","Z1AS-WAPCHR-1C03","WAPCHR 1YR SELECT CC  CD","50.21","33.11","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASWAPCHR3C03","Z1AS-WAPCHR-3C03","WAPCHR 3YR SELECT CC  CD","111.31","73.40","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASWAPCHR3CC3","Z1AS-WAPCHR-3CC3","WAP CHARGER 3 YEAR SELECT CC COL","117.12","77.22","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASWT409V3C03","Z1AS-WT409V-3C03","WT409V 3YR SELECT CC  CD","409.44","269.96","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASWT41VX3C03","Z1AS-WT41VX-3C03","WT41VX 3YR SELECT CC  CD","409.44","269.96","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASWT41VX5C03","Z1AS-WT41VX-5C03","WT41VX 5YR SELECT CC  CD","681.44","449.30","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASWT41XX3103","Z1AS-WT41XX-3103","WT41XX 3YR SELECT CC CD SMSB","585.61","386.12","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASWT41XX3203","Z1AS-WT41XX-3203","WT41XX 3YR SELECT SMEB  CD","617.55","407.18","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASWT41XX3503","Z1AS-WT41XX-3503","WT41XX 3YR SELECT RSB  CD","520.58","343.24","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASWT41XX3603","Z1AS-WT41XX-3603","WT41XX 3YR SELECT REB  CD","533.78","351.95","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASWT41XX3C03","Z1AS-WT41XX-3C03","WT41XX 3YR SELECT CC  CD","489.78","322.93","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASWT41XX5503","Z1AS-WT41XX-5503","WT41XX 5YR SELECT RSB  CD","877.58","578.63","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASWT41XX5603","Z1AS-WT41XX-5603","WT41XX 5YR SELECT REB  CD","903.98","596.03","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASWT41XX5C03","Z1AS-WT41XX-5C03","WT41XX 5YR SELECT CC  CD","815.98","538.01","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASWT6RS63C03","Z1AS-WT6RS6-3C03","WT6RS6 3YR SELECT CC CD","713.64","470.53","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASWT6XXX31D3","Z1AS-WT6XXX-31D3","WT6XXX 3YR SELECT CC CD SMSB FSTK (UK)","708.06","466.86","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASWT6XXX3C03","Z1AS-WT6XXX-3C03","WT6XXX 3YR SELECT CC  CD","489.78","322.93","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASWT6XXX5103","Z1AS-WT6XXX-5103","WT6XXX 5YR SELECT CC CD SMSB","1029.25","678.63","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASWT6XXX51D3","Z1AS-WT6XXX-51D3","WT6XXX 5YR SELECT CC CD SMSB FSTK (UK)","1212.04","799.14","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASWT6XXX5503","Z1AS-WT6XXX-5503","WT6XXX 5YR SELECT CC CD RSB","961.49","633.95","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASWT6XXX5C03","Z1AS-WT6XXX-5C03","WT6XXX SELECT 5 YR CC CD","816.30","538.22","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASXI41300","Z1AS-XI41-300","11XI4/14/17 3YR SELECT MIN 5 NO/CC","524.16","355.37","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASXI413C0","Z1AS-XI41-3C0","11XI4/14/17 3YR SELECT MIN 5 W/CC","873.60","592.27","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASXI41500","Z1AS-XI41-500","11XI4/14/17 5YR SELECT MIN 5 NO/CC","1048.32","710.72","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASXI415C0","Z1AS-XI41-5C0","11XI4/14/17 5YR SELECT MIN 5 W/CC","1747.20","1184.54","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASXI42300","Z1AS-XI42-300","220XI4 3YR SELECT MIN 5 NO/CC","524.16","355.37","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASXI423C0","Z1AS-XI42-3C0","220XI4 3YR SELECT MIN 5 W/CC","873.60","592.27","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASXI42500","Z1AS-XI42-500","220XI1 5YR SELECT MIN 5 NO/CC","1048.32","710.72","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASXI425C0","Z1AS-XI42-5C0","220XI4 5YR SELECT MIN 5 W/CC","1747.20","1184.54","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZC103C0","Z1AS-ZC10-3C0","ZC10 3YR SELECT CC","2101.95","1425.05","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZC105C0","Z1AS-ZC10-5C0","ZC10 5YR SELECT CC","3150.90","2136.20","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZD403C0","Z1AS-ZD40-3C0","ZD410, ZD420 SELECT 3 YRS MIN 5 UNITS","99.79","67.65","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZD405C0","Z1AS-ZD40-5C0","ZD410, ZD420 Select Adv Ex Comp 5 yr","199.58","135.31","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZD503C0","Z1AS-ZD50-3C0","ZD500 3YR SELECT MIN 5 W/CC","99.79","67.65","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZD505C0","Z1AS-ZD50-5C0","ZD500 5YR SELECT MIN 5 W/CC","199.58","135.31","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZD603C0","Z1AS-ZD60-3C0","ZD60 3YR SELECT CC","135.00","91.53","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZD605C0","Z1AS-ZD60-5C0","ZD60 5YR SELECT CC","270.00","183.05","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZE50300","Z1AS-ZE50-300","ZE500 3YR SELECT MIN 5 NO/CC","786.24","533.04","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZE503C0","Z1AS-ZE50-3C0","ZE500 3YR SELECT MIN 5 W/CC","1164.80","789.69","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZE50500","Z1AS-ZE50-500","ZE500 5YR SELECT MIN 5 NO/CC","1572.48","1066.09","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZE505C0","Z1AS-ZE50-5C0","ZE500 5YR SELECT MIN 5 W/CC","2329.60","1579.39","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZQ113C0","Z1AS-ZQ11-3C0","ZQ110 SERIES 3YR SELECT MIN 5 W/CC","259.17","175.71","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZQ113CM","Z1AS-ZQ11-3CM","ZQ110 3YR Select Depot","305.69","207.24","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZQ113CR","Z1AS-ZQ11-3CR","ZQ110 3YR Select Depot","316.13","214.33","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZQ115C0","Z1AS-ZQ11-5C0","ZQ110 5YR SELECT MIN 5 W/CC","518.34","351.41","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZQ115CM","Z1AS-ZQ11-5CM","ZQ110 5YR Select Depot","611.37","414.49","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZQ115CR","Z1AS-ZQ11-5CR","ZQ110 5YR Select Depot","632.26","428.66","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZQ3X3C0","Z1AS-ZQ3X-3C0","ZQ3X 3YR SELECT CC","167.40","113.49","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZQ3X3CM","Z1AS-ZQ3X-3CM","ZQ3X 3YR SELECT CC BATT","253.80","172.07","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZQ3X3CR","Z1AS-ZQ3X-3CR","ZQ3X 3YR SELECT CC BATT","260.10","176.34","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZQ3X5C0","Z1AS-ZQ3X-5C0","ZQ3X 5YR SELECT CC","334.80","226.98","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZQ3X5CM","Z1AS-ZQ3X-5CM","ZQ3X 5YR SELECT CC BATT","506.70","343.53","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZQ3X5CR","Z1AS-ZQ3X-5CR","ZQ3X 5YR SELECT CC BATT","520.20","352.68","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZQ5X3C0","Z1AS-ZQ5X-3C0","ZQ5003YR SELECT MIN 5 W/CC","259.17","175.71","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZQ5X3CM","Z1AS-ZQ5X-3CM","ZQ510, ZQ520 3YR Select Depot","324.67","220.11","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZQ5X3CR","Z1AS-ZQ5X-3CR","ZQ510, ZQ520 3YR Select Depot","338.91","229.77","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZQ5X5C0","Z1AS-ZQ5X-5C0","ZQ5005YR SELECT MIN 5 W/CC","518.34","351.41","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZQ5X5CM","Z1AS-ZQ5X-5CM","ZQ510, ZQ520 5YR Select Depot","649.34","440.23","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZQ5X5CR","Z1AS-ZQ5X-5CR","ZQ510, ZQ520 5YR Select Depot","677.82","459.54","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZT2X300","Z1AS-ZT2X-300","ZT200 3YR SELECT MIN 5 NO/CC","203.84","138.19","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZT2X3C0","Z1AS-ZT2X-3C0","ZT200 3YR SELECT MIN 5 W/CC","495.04","335.62","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZT2X4C0","Z1AS-ZT2X-4C0","ZT2X 4YR SELECT CC","923.00","625.76","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZT2X500","Z1AS-ZT2X-500","ZT200 5YR SELECT MIN 5 NO/CC","407.68","276.40","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZT2X5C0","Z1AS-ZT2X-5C0","ZT200 5YR SELECT MIN 5 W/CC","990.08","671.24","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZT4X300","Z1AS-ZT4X-300","ZT400 3YR SELECT MIN 5 NO/CC","291.20","197.42","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZT4X3C0","Z1AS-ZT4X-3C0","ZT400 3YR SELECT MIN 5 W/CC","495.04","335.62","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZT4X500","Z1AS-ZT4X-500","ZT400 5YR SELECT MIN 5 NO/CC","582.40","394.85","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZT4X5C0","Z1AS-ZT4X-5C0","ZT400 5YR SELECT MIN 5 W/CC","990.08","671.24","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZT51300","Z1AS-ZT51-300","ZT510 3YR SELECT ADV EX","324.00","219.66","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZT513C0","Z1AS-ZT51-3C0","ZT510 3YR SELECT ADV EX W/CC MIN 5 UNITS","561.60","380.75","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZT51500","Z1AS-ZT51-500","ZT510 5YR SELECT ADV EX","648.00","439.32","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZT515C0","Z1AS-ZT51-5C0","ZT510 5YR SELECT ADV EX W/CC","1123.20","761.49","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZT61300","Z1AS-ZT61-300","ZT610 3YR SELECT ADV EX 5 UNIT MIN ORDER","463.50","314.24","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZT613C0","Z1AS-ZT61-3C0","ZT610 3YR SELECT ADV EX W/CC MIN 5 UNITS","813.60","551.59","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZT61500","Z1AS-ZT61-500","ZT610 5YR SELECT ADV EX","927.00","628.47","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZT615C0","Z1AS-ZT61-5C0","ZT610 5YR SELECT ADV EX W/CC","1626.30","1102.58","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZT62300","Z1AS-ZT62-300","ZT62 3YR SELECT 5 UNIT MIN ORDER","531.00","360.00","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZT623C0","Z1AS-ZT62-3C0","ZT620 3 YR SELECT CC (MIN 5 UNITS)","912.60","618.71","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZT62500","Z1AS-ZT62-500","ZT62 5YR SELECT","1062.00","720.00","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZT625C0","Z1AS-ZT62-5C0","ZT62 5YR SELECT CC","1825.20","1237.42","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZX113C0","Z1AS-ZX11-3C0","ZXPSERIES 1 3Y SELECT MIN 5 W/CC","298.67","202.49","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZX115C0","Z1AS-ZX11-5C0","ZXP SERIES 1 5YR SELECT MIN 5 W/CC","597.33","404.97","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZX3X3C0","Z1AS-ZX3X-3C0","ZXPSERIES 3 3Y SELECT MIN 5 W/CC","298.67","202.49","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZX3X5C0","Z1AS-ZX3X-5C0","ZXP SERIES 3 5YR SELECT MIN 5 W/CC","597.33","404.97","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZX7X3C0","Z1AS-ZX7X-3C0","ZXPSERIES 7 3Y SELECT MIN 5 W/CC","997.44","676.23","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZX7X5C0","Z1AS-ZX7X-5C0","ZXP SERIES 7 5YR SELECT MIN 5 W/CC","1995.84","1353.11","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZX8X3C0","Z1AS-ZX8X-3C0","ZXPSERIES 8 3Y SELECT MIN 5 W/CC","997.44","676.23","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZX8X5C0","Z1AS-ZX8X-5C0","ZXP SERIES 8 5YR SELECT MIN 5 W/CC","1995.84","1353.11","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZX9X3C0","Z1AS-ZX9X-3C0","ZXPSERIES 9 3Y SELECT W/CC","997.44","676.23","0","Zebra","ZEB","N","0.000"
"ZEB-Z1ASZX9X5C0","Z1AS-ZX9X-5C0","ZXPSERIES 9 5Y SELECT W/CC","1995.84","1353.11","0","Zebra","ZEB","N","0.000"
"ZEB-Z1AVDESK2","Z1AV-DESK-2","SVALUE DESKTOP 5DAY TAT 2YR","20.25","13.35","0","Zebra","ZEB","N","0.000"
"ZEB-Z1AVMOBL2","Z1AV-MOBL-2","SVALUE MOBILE 5DAY TAT 2YR","20.25","13.73","0","Zebra","ZEB","N","0.000"
"ZEB-Z1AVRFD2XX2000","Z1AV-RFD2XX-2000","RFD2XX 2YR SVALUE","87.12","57.44","0","Zebra","ZEB","N","0.000"
"ZEB-Z1AVTC20XX2000","Z1AV-TC20XX-2000","TC20XX 2YR SVALUE","87.12","57.44","0","Zebra","ZEB","N","0.000"
"ZEB-Z1AVTC20XX2003","Z1AV-TC20XX-2003","TC20XX 2 YR SVALUE CD","135.51","89.35","0","Zebra","ZEB","N","0.000"
"ZEB-Z1AVTC20XX3000","Z1AV-TC20XX-3000","TC20XX 3YR SVALUE *PC NEEDED*","139.99","92.30","0","Zebra","ZEB","N","0.000"
"ZEB-Z1AVTC25XX2000","Z1AV-TC25XX-2000","TC25XX 2 YR SVALU","87.12","57.44","0","Zebra","ZEB","N","0.000"
"ZEB-Z1AVTC25XX2003","Z1AV-TC25XX-2003","TC25XX 2 YR SVALUE CD","135.51","89.35","0","Zebra","ZEB","N","0.000"
"ZEB-Z1AVTC2RF22000","Z1AV-TC2RF2-2000","TC20 & RFD2X 2YR SVALUE","174.23","114.88","0","Zebra","ZEB","N","0.000"
"ZEB-Z1AZZT61100","Z1A1-ZT61-100","ZT610 1YR ESSENTIAL NBD ONSITE","573.30","388.68","0","Zebra","ZEB","N","0.000"
"ZEB-Z1AZZT611C0","Z1A1-ZT61-1C0","ZT610 1YR ESSENTIAL NBD ONSITE W/CC","877.50","594.92","0","Zebra","ZEB","N","0.000"
"ZEB-Z1AZZT61300","Z1A1-ZT61-300","ZT610 3YR ESSENTIAL NBD ONSITE","1544.40","1047.05","0","Zebra","ZEB","N","0.000"
"ZEB-Z1AZZT613C0","Z1A1-ZT61-3C0","ZT610 3YR ESSENTIAL NBD ONSITE W/CC","2457.00","1665.76","0","Zebra","ZEB","N","0.000"
"ZEB-Z1B1105P100","Z1B1-105P-100","105SLPLUS 1YR S/C ESSENTIAL ND O/S NO/CC","666.40","451.80","0","Zebra","ZEB","N","0.000"
"ZEB-Z1B1105P1C0","Z1B1-105P-1C0","105SLPLUS 1YR S/C ESSENTIAL ND O/S W/CC","1059.52","718.32","0","Zebra","ZEB","N","0.000"
